triad,perimeter,area,polar_moment,side_ratio,normal_coefficient
"(1, 3, 14)",0.46888668512977016,0.009002940569862956,0.025400355730760774,0.6366914919103557,0.28370644463491407
"(1, 3, 15)",0.4001599414394229,0.0010550058357104179,0.020388402596493667,0.3783704361891159,0.0456465815454093
"(1, 3, 16)",0.4830700515993016,0.009362527856882725,0.027546867475720018,0.5288010801554314,0.27796717540003074
"(1, 3, 17)",0.4101892074330789,0.003268008207291993,0.021109176145388157,0.3985946770848982,0.13456598617122892
"(1, 3, 18)",0.5730459405580534,0.012851419629622666,0.03873994273242516,0.5281660597903189,0.2711395322919897
"(1, 3, 19)",0.6124137508667535,0.01691306381100314,0.042479890458235095,0.7131463734939696,0.3124302230847395
"(1, 4, 5)",0.9122214325550164,0.00013840713614355835,0.1322637028213508,0.04871821321015005,0.0011523344820196864
"(1, 4, 6)",0.8740509989775161,0.0022127349937182805,0.12403640541940036,0.026597700132607646,0.020066723927171196
"(1, 4, 7)",0.881096981296118,0.011515806986905873,0.09730505402834157,0.41680115905380405,0.10277028697063204
"(1, 4, 8)",0.8678351552720414,0.0005891078602250407,0.1025246773930824,0.2415693497238639,0.005419272107677943
"(1, 4, 9)",0.8740301170830509,0.007861997123681796,0.09620323339973537,0.41097748587762606,0.0713018345164874
"(1, 4, 10)",0.8687506333141527,0.0029734898767554007,0.09743288903372617,0.34239822729101743,0.027295862047263624
"(1, 4, 11)",0.8738935889542724,0.006829416506750223,0.10308536263147716,0.2535583779264908,0.06195653367808875
"(1, 4, 12)",0.8788238636100341,0.009182441407781634,0.10394086425110849,0.2572306353271119,0.08237114482576578
"(1, 4, 13)",0.8827838033228811,0.007434302930986654,0.11658188181345636,0.11566985257173863,0.06609249691557484
"(1, 4, 14)",0.8859520695725107,0.01224337971481752,0.10335067652862505,0.2927201034970925,0.10806908728538815
"(1, 4, 15)",0.8694194746059094,0.003083278288377852,0.10786491426826306,0.17395651528057837,0.028260159944350972
"(1, 4, 16)",0.8753003162997812,0.008624366248909849,0.09643803986373656,0.410466410011369,0.07798905162447713
"(1, 4, 17)",0.868224687174622,0.0016310936601351793,0.10682729430538498,0.18325464783517054,0.014991160624090187
"(1, 4, 18)",0.8814281481077707,0.011839456664448099,0.09642108773701417,0.46804582957208035,0.10557924694742646
"(1, 4, 19)",0.915852610450254,0.02275862606302358,0.10146873664317947,0.5552553902252471,0.18798166140309988
"(1, 5, 6)",0.9184834032265852,0.002327729761493426,0.13713990065200116,0.025302415869201154,0.019116595546869314
"(1, 5, 7)",0.9244807555841875,0.01202205394072842,0.1065966073573216,0.4429218770966291,0.09745486869797543
"(1, 5, 8)",0.912263456368041,0.0006526886334373714,0.11415339201222857,0.22980513794394924,0.0054335805784015735
"(1, 5, 9)",0.917926477889067,0.008181749393091284,0.1055273803576108,0.43850564272207393,0.06727458026285228
"(1, 5, 10)",0.9131228092664764,0.0030785178129261056,0.10841565769898258,0.3257237391429005,0.025580198301340642
"(1, 5, 11)",0.9182797738673761,0.0072126487770570145,0.11471687397446652,0.24121031117088362,0.05926050744918256
"(1, 5, 12)",0.9216538851394975,0.009547036653672273,0.11220625603999274,0.28990820858477573,0.07786700887009891
"(1, 5, 13)",0.922614812234263,0.007688162785208437,0.12386443137998428,0.14866606121451628,0.0625752139896417
"(1, 5, 14)",0.9299564653726625,0.012833836275091878,0.11482092728133594,0.2784648956500924,0.10281391032311617
"(1, 5, 15)",0.9138509207286752,0.003264760823253586,0.1199523999699313,0.16548498820731358,0.027084528620908804
"(1, 5, 16)",0.9194007206096431,0.009010478793878457,0.10702954787857845,0.39047706210181504,0.07385141280947546
"(1, 5, 17)",0.9126313106259192,0.001689341010722871,0.11883108086969385,0.1743303100031941,0.014052293592947731
"(1, 5, 18)",0.9249597980102083,0.012369522292782292,0.10604858967386027,0.49199519089344096,0.10016773000641353
"(1, 5, 19)",0.9579834483236673,0.023854441200443364,0.11138981230136795,0.5284645175420983,0.18008347191791477
"(1, 6, 7)",0.5412244316799807,0.0014743979660452656,0.0468067493891749,0.043327876748168,0.03487229706607039
"(1, 6, 8)",0.21601824084620133,0.000527018203438874,0.007017339650961555,0.11010378660625314,0.07824658365055588
"(1, 6, 9)",0.5314624951431384,0.0014201688086339878,0.045099817286713244,0.044079204411727746,0.03483496225841827
"(1, 6, 10)",0.30462742455800984,0.0007914099751525207,0.014363767229541177,0.07768060116152774,0.05908593889855147
"(1, 6, 11)",0.22381490662561973,0.00045260881585959273,0.007564497482567955,0.10489773735781903,0.06259874278339261
"(1, 6, 12)",0.6742939741316913,0.0018003411176194173,0.07325391638347639,0.03462331405254329,0.02743322477155245
"(1, 6, 13)",0.8045824821026477,0.002118253179359533,0.1048668029835867,0.02894548842489123,0.022670303819411746
"(1, 6, 14)",0.26577848367027396,0.000732626342283358,0.01081722059073381,0.09070776304855083,0.07185607815638391
"(1, 6, 15)",0.1558653112559733,0.00033966373570018613,0.0035233314770512607,0.15289855680143752,0.09686588666812587
"(1, 6, 16)",0.3651062832086466,0.0009926674163175078,0.02088033296895974,0.0647987252644399,0.05159240481072529
"(1, 6, 17)",0.16690915551905883,0.0004239758683333428,0.004069856680452181,0.1451406578049311,0.10543903860546937
"(1, 6, 18)",0.4977139098961324,0.001362507817040393,0.03943971897695206,0.047210191208337464,0.038106588000243
